DatoNokkel;Organisasjonsnokkel;Stillingsgruppe;Aarsverk;FagligeAarsverk;Scenario
20260401;I010K1;PROF;7.6;7.6;Actual
20260401;I010K1;FORST;11.93;11.93;Actual
20260401;I010K1;REKR;4.96;4.96;Actual
20260401;I010K1;ADM;12.03;0.0;Actual
20260401;I010K1;TEK;3.58;0.0;Actual
20260501;I010K1;PROF;7.75;7.75;Actual
20260501;I010K1;FORST;12.36;12.36;Actual
20260501;I010K1;REKR;4.79;4.79;Actual
20260501;I010K1;ADM;12.15;0.0;Actual
20260501;I010K1;TEK;3.66;0.0;Actual
20260601;I010K1;PROF;7.48;7.48;Actual
20260601;I010K1;FORST;11.9;11.9;Actual
20260601;I010K1;REKR;4.77;4.77;Actual
20260601;I010K1;ADM;12.0;0.0;Actual
20260601;I010K1;TEK;3.7;0.0;Actual
20260701;I010K1;PROF;7.8;7.8;Actual
20260701;I010K1;FORST;11.94;11.94;Actual
20260701;I010K1;REKR;4.82;4.82;Actual
20260701;I010K1;ADM;12.22;0.0;Actual
20260701;I010K1;TEK;3.71;0.0;Actual
20260801;I010K1;PROF;7.61;7.61;Actual
20260801;I010K1;FORST;11.99;11.99;Actual
20260801;I010K1;REKR;4.93;4.93;Actual
20260801;I010K1;ADM;12.18;0.0;Actual
20260801;I010K1;TEK;3.69;0.0;Actual
20260901;I010K1;PROF;7.8;7.8;Actual
20260901;I010K1;FORST;12.29;12.29;Actual
20260901;I010K1;REKR;4.78;4.78;Actual
20260901;I010K1;ADM;11.9;0.0;Actual
20260901;I010K1;TEK;3.68;0.0;Actual
20261001;I010K1;PROF;7.58;7.58;Actual
20261001;I010K1;FORST;11.91;11.91;Actual
20261001;I010K1;REKR;4.96;4.96;Actual
20261001;I010K1;ADM;12.26;0.0;Actual
20261001;I010K1;TEK;3.7;0.0;Actual
20261101;I010K1;PROF;7.72;7.72;Actual
20261101;I010K1;FORST;11.97;11.97;Actual
20261101;I010K1;REKR;4.74;4.74;Actual
20261101;I010K1;ADM;12.28;0.0;Actual
20261101;I010K1;TEK;3.58;0.0;Actual
20261201;I010K1;PROF;7.53;7.53;Actual
20261201;I010K1;FORST;12.34;12.34;Actual
20261201;I010K1;REKR;4.79;4.79;Actual
20261201;I010K1;ADM;12.02;0.0;Actual
20261201;I010K1;TEK;3.74;0.0;Actual
20260101;I011K1;PROF;15.22;15.22;Actual
20260101;I011K1;FORST;23.44;23.44;Actual
20260101;I011K1;REKR;9.63;9.63;Actual
20260101;I011K1;ADM;24.02;0.0;Actual
20260101;I011K1;TEK;6.97;0.0;Actual
20260201;I011K1;PROF;14.72;14.72;Actual
20260201;I011K1;FORST;23.15;23.15;Actual
20260201;I011K1;REKR;9.62;9.62;Actual
20260201;I011K1;ADM;23.93;0.0;Actual
20260201;I011K1;TEK;7.09;0.0;Actual
20260301;I011K1;PROF;15.02;15.02;Actual
20260301;I011K1;FORST;23.52;23.52;Actual
20260301;I011K1;REKR;9.68;9.68;Actual
20260301;I011K1;ADM;23.6;0.0;Actual
20260301;I011K1;TEK;7.21;0.0;Actual
20260401;I011K1;PROF;15.23;15.23;Actual
20260401;I011K1;FORST;23.6;23.6;Actual
20260401;I011K1;REKR;9.66;9.66;Actual
20260401;I011K1;ADM;23.67;0.0;Actual
20260401;I011K1;TEK;6.98;0.0;Actual
20260501;I011K1;PROF;14.95;14.95;Actual
20260501;I011K1;FORST;23.12;23.12;Actual
20260501;I011K1;REKR;9.57;9.57;Actual
20260501;I011K1;ADM;23.89;0.0;Actual
20260501;I011K1;TEK;6.98;0.0;Actual
20260601;I011K1;PROF;15.52;15.52;Actual
20260601;I011K1;FORST;23.46;23.46;Actual
20260601;I011K1;REKR;9.5;9.5;Actual
20260601;I011K1;ADM;23.57;0.0;Actual
20260601;I011K1;TEK;6.96;0.0;Actual
20260701;I011K1;PROF;15.49;15.49;Actual
20260701;I011K1;FORST;23.37;23.37;Actual
20260701;I011K1;REKR;9.39;9.39;Actual
20260701;I011K1;ADM;24.54;0.0;Actual
20260701;I011K1;TEK;7.27;0.0;Actual
20260801;I011K1;PROF;15.43;15.43;Actual
20260801;I011K1;FORST;23.7;23.7;Actual
20260801;I011K1;REKR;9.48;9.48;Actual
20260801;I011K1;ADM;24.17;0.0;Actual
20260801;I011K1;TEK;7.31;0.0;Actual
20260901;I011K1;PROF;14.92;14.92;Actual
20260901;I011K1;FORST;23.34;23.34;Actual
20260901;I011K1;REKR;9.39;9.39;Actual
20260901;I011K1;ADM;24.41;0.0;Actual
20260901;I011K1;TEK;7.18;0.0;Actual
20261001;I011K1;PROF;14.85;14.85;Actual
20261001;I011K1;FORST;23.41;23.41;Actual
20261001;I011K1;REKR;9.52;9.52;Actual
20261001;I011K1;ADM;23.48;0.0;Actual
20261001;I011K1;TEK;7.01;0.0;Actual
20261101;I011K1;PROF;15.44;15.44;Actual
20261101;I011K1;FORST;23.75;23.75;Actual
20261101;I011K1;REKR;9.36;9.36;Actual
20261101;I011K1;ADM;23.33;0.0;Actual
20261101;I011K1;TEK;7.0;0.0;Actual
20261201;I011K1;PROF;15.05;15.05;Actual
20261201;I011K1;FORST;23.49;23.49;Actual
20261201;I011K1;REKR;9.49;9.49;Actual
20261201;I011K1;ADM;24.08;0.0;Actual
20261201;I011K1;TEK;7.19;0.0;Actual
20260101;I012K1;PROF;6.77;6.77;Actual
20260101;I012K1;FORST;10.79;10.79;Actual
20260101;I012K1;REKR;4.29;4.29;Actual
20260101;I012K1;ADM;10.78;0.0;Actual
20260101;I012K1;TEK;3.25;0.0;Actual
20260201;I012K1;PROF;6.73;6.73;Actual
20260201;I012K1;FORST;10.57;10.57;Actual
20260201;I012K1;REKR;4.26;4.26;Actual
20260201;I012K1;ADM;10.48;0.0;Actual
20260201;I012K1;TEK;3.13;0.0;Actual
20260301;I012K1;PROF;6.63;6.63;Actual
20260301;I012K1;FORST;10.48;10.48;Actual
20260301;I012K1;REKR;4.29;4.29;Actual
20260301;I012K1;ADM;10.8;0.0;Actual
20260301;I012K1;TEK;3.12;0.0;Actual
20260401;I012K1;PROF;6.57;6.57;Actual
20260401;I012K1;FORST;10.37;10.37;Actual
20260401;I012K1;REKR;4.2;4.2;Actual
20260401;I012K1;ADM;10.23;0.0;Actual
20260401;I012K1;TEK;3.16;0.0;Actual
20260501;I012K1;PROF;6.77;6.77;Actual
20260501;I012K1;FORST;10.55;10.55;Actual
20260501;I012K1;REKR;4.15;4.15;Actual
20260501;I012K1;ADM;10.56;0.0;Actual
20260501;I012K1;TEK;3.14;0.0;Actual
20260601;I012K1;PROF;6.74;6.74;Actual
20260601;I012K1;FORST;10.81;10.81;Actual
20260601;I012K1;REKR;4.14;4.14;Actual
20260601;I012K1;ADM;10.79;0.0;Actual
20260601;I012K1;TEK;3.23;0.0;Actual
20260701;I012K1;PROF;6.67;6.67;Actual
20260701;I012K1;FORST;10.62;10.62;Actual
20260701;I012K1;REKR;4.1;4.1;Actual
20260701;I012K1;ADM;10.48;0.0;Actual
20260701;I012K1;TEK;3.08;0.0;Actual
20260801;I012K1;PROF;6.79;6.79;Actual
20260801;I012K1;FORST;10.58;10.58;Actual
20260801;I012K1;REKR;4.2;4.2;Actual
20260801;I012K1;ADM;10.32;0.0;Actual
20260801;I012K1;TEK;3.14;0.0;Actual
20260901;I012K1;PROF;6.83;6.83;Actual
20260901;I012K1;FORST;10.25;10.25;Actual
20260901;I012K1;REKR;4.28;4.28;Actual
20260901;I012K1;ADM;10.59;0.0;Actual
20260901;I012K1;TEK;3.09;0.0;Actual
20261001;I012K1;PROF;6.52;6.52;Actual
20261001;I012K1;FORST;10.75;10.75;Actual
20261001;I012K1;REKR;4.11;4.11;Actual
20261001;I012K1;ADM;10.63;0.0;Actual
20261001;I012K1;TEK;3.07;0.0;Actual
20261101;I012K1;PROF;6.72;6.72;Actual
20261101;I012K1;FORST;10.55;10.55;Actual
20261101;I012K1;REKR;4.33;4.33;Actual
20261101;I012K1;ADM;10.61;0.0;Actual
20261101;I012K1;TEK;3.21;0.0;Actual
20261201;I012K1;PROF;6.49;6.49;Actual
20261201;I012K1;FORST;10.81;10.81;Actual
20261201;I012K1;REKR;4.16;4.16;Actual
20261201;I012K1;ADM;10.45;0.0;Actual
20261201;I012K1;TEK;3.15;0.0;Actual
20260101;I013K1;PROF;14.91;14.91;Actual
20260101;I013K1;FORST;23.07;23.07;Actual
20260101;I013K1;REKR;9.35;9.35;Actual
20260101;I013K1;ADM;23.19;0.0;Actual
20260101;I013K1;TEK;6.93;0.0;Actual
20260201;I013K1;PROF;14.75;14.75;Actual
20260201;I013K1;FORST;22.78;22.78;Actual
20260201;I013K1;REKR;9.42;9.42;Actual
20260201;I013K1;ADM;22.66;0.0;Actual
20260201;I013K1;TEK;6.7;0.0;Actual
20260301;I013K1;PROF;14.89;14.89;Actual
20260301;I013K1;FORST;23.37;23.37;Actual
20260301;I013K1;REKR;9.03;9.03;Actual
20260301;I013K1;ADM;23.64;0.0;Actual
20260301;I013K1;TEK;6.73;0.0;Actual
20260401;I013K1;PROF;14.94;14.94;Actual
20260401;I013K1;FORST;22.88;22.88;Actual
20260401;I013K1;REKR;9.22;9.22;Actual
20260401;I013K1;ADM;23.26;0.0;Actual
20260401;I013K1;TEK;6.74;0.0;Actual
20260501;I013K1;PROF;14.78;14.78;Actual
20260501;I013K1;FORST;22.87;22.87;Actual
20260501;I013K1;REKR;9.04;9.04;Actual
20260501;I013K1;ADM;23.08;0.0;Actual
20260501;I013K1;TEK;6.82;0.0;Actual
20260601;I013K1;PROF;14.87;14.87;Actual
20260601;I013K1;FORST;23.2;23.2;Actual
20260601;I013K1;REKR;9.34;9.34;Actual
20260601;I013K1;ADM;23.43;0.0;Actual
20260601;I013K1;TEK;6.72;0.0;Actual
20260701;I013K1;PROF;14.25;14.25;Actual
20260701;I013K1;FORST;22.56;22.56;Actual
20260701;I013K1;REKR;8.96;8.96;Actual
20260701;I013K1;ADM;22.33;0.0;Actual
20260701;I013K1;TEK;6.83;0.0;Actual
20260801;I013K1;PROF;14.72;14.72;Actual
20260801;I013K1;FORST;22.29;22.29;Actual
20260801;I013K1;REKR;9.03;9.03;Actual
20260801;I013K1;ADM;22.83;0.0;Actual
20260801;I013K1;TEK;7.06;0.0;Actual
20260901;I013K1;PROF;14.7;14.7;Actual
20260901;I013K1;FORST;22.58;22.58;Actual
20260901;I013K1;REKR;9.4;9.4;Actual
20260901;I013K1;ADM;22.38;0.0;Actual
20260901;I013K1;TEK;6.69;0.0;Actual
20261001;I013K1;PROF;14.2;14.2;Actual
20261001;I013K1;FORST;22.87;22.87;Actual
20261001;I013K1;REKR;9.12;9.12;Actual
20261001;I013K1;ADM;23.06;0.0;Actual
20261001;I013K1;TEK;6.72;0.0;Actual
20261101;I013K1;PROF;14.64;14.64;Actual
20261101;I013K1;FORST;22.38;22.38;Actual
20261101;I013K1;REKR;8.96;8.96;Actual
20261101;I013K1;ADM;22.81;0.0;Actual
20261101;I013K1;TEK;6.69;0.0;Actual
20261201;I013K1;PROF;14.28;14.28;Actual
20261201;I013K1;FORST;22.59;22.59;Actual
20261201;I013K1;REKR;9.24;9.24;Actual
20261201;I013K1;ADM;23.0;0.0;Actual
20261201;I013K1;TEK;7.06;0.0;Actual
20260101;I014K1;PROF;14.06;14.06;Actual
20260101;I014K1;FORST;22.28;22.28;Actual
20260101;I014K1;REKR;9.27;9.27;Actual
20260101;I014K1;ADM;21.98;0.0;Actual
20260101;I014K1;TEK;6.58;0.0;Actual
20260201;I014K1;PROF;14.03;14.03;Actual
20260201;I014K1;FORST;22.17;22.17;Actual
20260201;I014K1;REKR;8.85;8.85;Actual
20260201;I014K1;ADM;22.94;0.0;Actual
20260201;I014K1;TEK;6.9;0.0;Actual
20260301;I014K1;PROF;14.56;14.56;Actual
20260301;I014K1;FORST;22.62;22.62;Actual
20260301;I014K1;REKR;9.1;9.1;Actual
20260301;I014K1;ADM;22.64;0.0;Actual
20260301;I014K1;TEK;6.73;0.0;Actual
20260401;I014K1;PROF;14.06;14.06;Actual
20260401;I014K1;FORST;22.62;22.62;Actual
20260401;I014K1;REKR;9.02;9.02;Actual
20260401;I014K1;ADM;22.92;0.0;Actual
20260401;I014K1;TEK;6.89;0.0;Actual
20260501;I014K1;PROF;14.43;14.43;Actual
20260501;I014K1;FORST;22.97;22.97;Actual
20260501;I014K1;REKR;9.19;9.19;Actual
20260501;I014K1;ADM;21.91;0.0;Actual
20260501;I014K1;TEK;6.68;0.0;Actual
20260601;I014K1;PROF;14.07;14.07;Actual
20260601;I014K1;FORST;22.29;22.29;Actual
20260601;I014K1;REKR;8.83;8.83;Actual
20260601;I014K1;ADM;22.27;0.0;Actual
20260601;I014K1;TEK;6.71;0.0;Actual
20260701;I014K1;PROF;14.4;14.4;Actual
20260701;I014K1;FORST;21.91;21.91;Actual
20260701;I014K1;REKR;9.19;9.19;Actual
20260701;I014K1;ADM;22.99;0.0;Actual
20260701;I014K1;TEK;6.87;0.0;Actual
20260801;I014K1;PROF;14.12;14.12;Actual
20260801;I014K1;FORST;22.61;22.61;Actual
20260801;I014K1;REKR;9.29;9.29;Actual
20260801;I014K1;ADM;22.37;0.0;Actual
20260801;I014K1;TEK;6.64;0.0;Actual
20260901;I014K1;PROF;14.2;14.2;Actual
20260901;I014K1;FORST;22.19;22.19;Actual
20260901;I014K1;REKR;8.81;8.81;Actual
20260901;I014K1;ADM;23.14;0.0;Actual
20260901;I014K1;TEK;6.84;0.0;Actual
20261001;I014K1;PROF;14.63;14.63;Actual
20261001;I014K1;FORST;23.17;23.17;Actual
20261001;I014K1;REKR;8.82;8.82;Actual
20261001;I014K1;ADM;22.63;0.0;Actual
20261001;I014K1;TEK;6.71;0.0;Actual
20261101;I014K1;PROF;14.32;14.32;Actual
20261101;I014K1;FORST;23.03;23.03;Actual
20261101;I014K1;REKR;9.04;9.04;Actual
20261101;I014K1;ADM;22.88;0.0;Actual
20261101;I014K1;TEK;6.58;0.0;Actual
20261201;I014K1;PROF;14.08;14.08;Actual
20261201;I014K1;FORST;22.04;22.04;Actual
20261201;I014K1;REKR;8.93;8.93;Actual
20261201;I014K1;ADM;23.15;0.0;Actual
20261201;I014K1;TEK;6.66;0.0;Actual
20260101;I015K1;PROF;15.06;15.06;Actual
20260101;I015K1;FORST;23.64;23.64;Actual
20260101;I015K1;REKR;9.4;9.4;Actual
20260101;I015K1;ADM;23.5;0.0;Actual
20260101;I015K1;TEK;7.12;0.0;Actual
20260201;I015K1;PROF;14.86;14.86;Actual
20260201;I015K1;FORST;23.01;23.01;Actual
20260201;I015K1;REKR;9.07;9.07;Actual
20260201;I015K1;ADM;23.22;0.0;Actual
20260201;I015K1;TEK;6.8;0.0;Actual
20260301;I015K1;PROF;14.73;14.73;Actual
20260301;I015K1;FORST;23.74;23.74;Actual
20260301;I015K1;REKR;9.33;9.33;Actual
20260301;I015K1;ADM;23.35;0.0;Actual
20260301;I015K1;TEK;6.75;0.0;Actual
20260401;I015K1;PROF;14.27;14.27;Actual
20260401;I015K1;FORST;23.87;23.87;Actual
20260401;I015K1;REKR;9.03;9.03;Actual
20260401;I015K1;ADM;22.66;0.0;Actual
20260401;I015K1;TEK;6.88;0.0;Actual
20260501;I015K1;PROF;14.9;14.9;Actual
20260501;I015K1;FORST;22.68;22.68;Actual
20260501;I015K1;REKR;9.39;9.39;Actual
20260501;I015K1;ADM;23.36;0.0;Actual
20260501;I015K1;TEK;6.81;0.0;Actual
20260601;I015K1;PROF;14.66;14.66;Actual
20260601;I015K1;FORST;22.99;22.99;Actual
20260601;I015K1;REKR;9.36;9.36;Actual
20260601;I015K1;ADM;23.76;0.0;Actual
20260601;I015K1;TEK;6.96;0.0;Actual
20260701;I015K1;PROF;14.51;14.51;Actual
20260701;I015K1;FORST;23.5;23.5;Actual
20260701;I015K1;REKR;9.18;9.18;Actual
20260701;I015K1;ADM;23.08;0.0;Actual
20260701;I015K1;TEK;7.14;0.0;Actual
20260801;I015K1;PROF;14.41;14.41;Actual
20260801;I015K1;FORST;23.57;23.57;Actual
20260801;I015K1;REKR;9.44;9.44;Actual
20260801;I015K1;ADM;23.22;0.0;Actual
20260801;I015K1;TEK;6.8;0.0;Actual
20260901;I015K1;PROF;14.58;14.58;Actual
20260901;I015K1;FORST;22.93;22.93;Actual
20260901;I015K1;REKR;9.26;9.26;Actual
20260901;I015K1;ADM;23.14;0.0;Actual
20260901;I015K1;TEK;6.81;0.0;Actual
20261001;I015K1;PROF;14.78;14.78;Actual
20261001;I015K1;FORST;23.82;23.82;Actual
20261001;I015K1;REKR;9.4;9.4;Actual
20261001;I015K1;ADM;22.53;0.0;Actual
20261001;I015K1;TEK;6.82;0.0;Actual
20261101;I015K1;PROF;14.34;14.34;Actual
20261101;I015K1;FORST;22.98;22.98;Actual
20261101;I015K1;REKR;9.43;9.43;Actual
20261101;I015K1;ADM;23.33;0.0;Actual
20261101;I015K1;TEK;6.99;0.0;Actual
20261201;I015K1;PROF;14.97;14.97;Actual
20261201;I015K1;FORST;23.79;23.79;Actual
20261201;I015K1;REKR;9.28;9.28;Actual
20261201;I015K1;ADM;23.38;0.0;Actual
20261201;I015K1;TEK;6.91;0.0;Actual
20260101;I016K1;PROF;7.62;7.62;Actual
20260101;I016K1;FORST;12.07;12.07;Actual
20260101;I016K1;REKR;4.72;4.72;Actual
20260101;I016K1;ADM;12.08;0.0;Actual
20260101;I016K1;TEK;3.58;0.0;Actual
20260201;I016K1;PROF;7.42;7.42;Actual
20260201;I016K1;FORST;12.11;12.11;Actual
20260201;I016K1;REKR;4.7;4.7;Actual
20260201;I016K1;ADM;11.53;0.0;Actual
20260201;I016K1;TEK;3.46;0.0;Actual
20260301;I016K1;PROF;7.32;7.32;Actual
20260301;I016K1;FORST;11.45;11.45;Actual
20260301;I016K1;REKR;4.66;4.66;Actual
20260301;I016K1;ADM;11.98;0.0;Actual
20260301;I016K1;TEK;3.61;0.0;Actual
20260401;I016K1;PROF;7.54;7.54;Actual
20260401;I016K1;FORST;11.98;11.98;Actual
20260401;I016K1;REKR;4.7;4.7;Actual
20260401;I016K1;ADM;11.62;0.0;Actual
20260401;I016K1;TEK;3.6;0.0;Actual
20260501;I016K1;PROF;7.36;7.36;Actual
20260501;I016K1;FORST;12.05;12.05;Actual
20260501;I016K1;REKR;4.62;4.62;Actual
20260501;I016K1;ADM;11.89;0.0;Actual
20260501;I016K1;TEK;3.54;0.0;Actual
20260601;I016K1;PROF;7.45;7.45;Actual
20260601;I016K1;FORST;11.61;11.61;Actual
20260601;I016K1;REKR;4.63;4.63;Actual
20260601;I016K1;ADM;11.5;0.0;Actual
20260601;I016K1;TEK;3.59;0.0;Actual
20260701;I016K1;PROF;7.67;7.67;Actual
20260701;I016K1;FORST;11.63;11.63;Actual
20260701;I016K1;REKR;4.75;4.75;Actual
20260701;I016K1;ADM;11.86;0.0;Actual
20260701;I016K1;TEK;3.44;0.0;Actual
20260801;I016K1;PROF;7.56;7.56;Actual
20260801;I016K1;FORST;12.0;12.0;Actual
20260801;I016K1;REKR;4.78;4.78;Actual
20260801;I016K1;ADM;12.12;0.0;Actual
20260801;I016K1;TEK;3.64;0.0;Actual
20260901;I016K1;PROF;7.39;7.39;Actual
20260901;I016K1;FORST;11.85;11.85;Actual
20260901;I016K1;REKR;4.65;4.65;Actual
20260901;I016K1;ADM;12.0;0.0;Actual
20260901;I016K1;TEK;3.43;0.0;Actual
20261001;I016K1;PROF;7.65;7.65;Actual
20261001;I016K1;FORST;11.87;11.87;Actual
20261001;I016K1;REKR;4.57;4.57;Actual
20261001;I016K1;ADM;11.79;0.0;Actual
20261001;I016K1;TEK;3.54;0.0;Actual
20261101;I016K1;PROF;7.39;7.39;Actual
20261101;I016K1;FORST;12.0;12.0;Actual
20261101;I016K1;REKR;4.58;4.58;Actual
20261101;I016K1;ADM;11.79;0.0;Actual
20261101;I016K1;TEK;3.55;0.0;Actual
20261201;I016K1;PROF;7.37;7.37;Actual
20261201;I016K1;FORST;12.06;12.06;Actual
20261201;I016K1;REKR;4.79;4.79;Actual
20261201;I016K1;ADM;11.68;0.0;Actual
20261201;I016K1;TEK;3.57;0.0;Actual
20260101;I017K1;PROF;12.55;12.55;Actual
20260101;I017K1;FORST;19.78;19.78;Actual
20260101;I017K1;REKR;7.92;7.92;Actual
20260101;I017K1;ADM;19.84;0.0;Actual
20260101;I017K1;TEK;6.11;0.0;Actual
20260201;I017K1;PROF;12.57;12.57;Actual
20260201;I017K1;FORST;20.59;20.59;Actual
20260201;I017K1;REKR;7.88;7.88;Actual
20260201;I017K1;ADM;19.52;0.0;Actual
20260201;I017K1;TEK;6.12;0.0;Actual
20260301;I017K1;PROF;12.73;12.73;Actual
20260301;I017K1;FORST;20.28;20.28;Actual
20260301;I017K1;REKR;7.84;7.84;Actual
20260301;I017K1;ADM;20.14;0.0;Actual
20260301;I017K1;TEK;6.01;0.0;Actual
20260401;I017K1;PROF;12.97;12.97;Actual
20260401;I017K1;FORST;20.17;20.17;Actual
20260401;I017K1;REKR;8.2;8.2;Actual
20260401;I017K1;ADM;20.45;0.0;Actual
20260401;I017K1;TEK;5.92;0.0;Actual
20260501;I017K1;PROF;12.89;12.89;Actual
20260501;I017K1;FORST;19.46;19.46;Actual
20260501;I017K1;REKR;8.2;8.2;Actual
20260501;I017K1;ADM;20.43;0.0;Actual
20260501;I017K1;TEK;5.94;0.0;Actual
20260601;I017K1;PROF;12.62;12.62;Actual
20260601;I017K1;FORST;19.69;19.69;Actual
20260601;I017K1;REKR;8.0;8.0;Actual
20260601;I017K1;ADM;19.64;0.0;Actual
20260601;I017K1;TEK;5.92;0.0;Actual
20260701;I017K1;PROF;12.5;12.5;Actual
20260701;I017K1;FORST;19.58;19.58;Actual
20260701;I017K1;REKR;8.0;8.0;Actual
20260701;I017K1;ADM;20.61;0.0;Actual
20260701;I017K1;TEK;5.84;0.0;Actual
20260801;I017K1;PROF;12.62;12.62;Actual
20260801;I017K1;FORST;19.99;19.99;Actual
20260801;I017K1;REKR;8.17;8.17;Actual
20260801;I017K1;ADM;19.66;0.0;Actual
20260801;I017K1;TEK;6.04;0.0;Actual
20260901;I017K1;PROF;12.47;12.47;Actual
20260901;I017K1;FORST;19.58;19.58;Actual
20260901;I017K1;REKR;7.79;7.79;Actual
20260901;I017K1;ADM;20.0;0.0;Actual
20260901;I017K1;TEK;5.95;0.0;Actual
20261001;I017K1;PROF;12.46;12.46;Actual
20261001;I017K1;FORST;20.12;20.12;Actual
20261001;I017K1;REKR;8.07;8.07;Actual
20261001;I017K1;ADM;20.16;0.0;Actual
20261001;I017K1;TEK;5.9;0.0;Actual
20261101;I017K1;PROF;12.43;12.43;Actual
20261101;I017K1;FORST;20.38;20.38;Actual
20261101;I017K1;REKR;7.94;7.94;Actual
20261101;I017K1;ADM;19.9;0.0;Actual
20261101;I017K1;TEK;6.01;0.0;Actual
20261201;I017K1;PROF;12.57;12.57;Actual
20261201;I017K1;FORST;20.11;20.11;Actual
20261201;I017K1;REKR;8.19;8.19;Actual
20261201;I017K1;ADM;19.72;0.0;Actual
20261201;I017K1;TEK;6.03;0.0;Actual
20260101;I018K1;PROF;12.61;12.61;Actual
20260101;I018K1;FORST;20.54;20.54;Actual
20260101;I018K1;REKR;7.85;7.85;Actual
20260101;I018K1;ADM;20.63;0.0;Actual
20260101;I018K1;TEK;5.95;0.0;Actual
20260201;I018K1;PROF;13.01;13.01;Actual
20260201;I018K1;FORST;19.87;19.87;Actual
20260201;I018K1;REKR;7.95;7.95;Actual
20260201;I018K1;ADM;20.54;0.0;Actual
20260201;I018K1;TEK;6.05;0.0;Actual
20260301;I018K1;PROF;13.01;13.01;Actual
20260301;I018K1;FORST;19.7;19.7;Actual
20260301;I018K1;REKR;7.87;7.87;Actual
20260301;I018K1;ADM;19.78;0.0;Actual
20260301;I018K1;TEK;6.13;0.0;Actual
20260401;I018K1;PROF;12.62;12.62;Actual
20260401;I018K1;FORST;19.75;19.75;Actual
20260401;I018K1;REKR;7.99;7.99;Actual
20260401;I018K1;ADM;20.39;0.0;Actual
20260401;I018K1;TEK;6.13;0.0;Actual
20260501;I018K1;PROF;12.99;12.99;Actual
20260501;I018K1;FORST;19.8;19.8;Actual
20260501;I018K1;REKR;8.22;8.22;Actual
20260501;I018K1;ADM;20.01;0.0;Actual
20260501;I018K1;TEK;6.12;0.0;Actual
20260601;I018K1;PROF;12.98;12.98;Actual
20260601;I018K1;FORST;19.9;19.9;Actual
20260601;I018K1;REKR;7.94;7.94;Actual
20260601;I018K1;ADM;19.84;0.0;Actual
20260601;I018K1;TEK;6.19;0.0;Actual
20260701;I018K1;PROF;12.54;12.54;Actual
20260701;I018K1;FORST;20.36;20.36;Actual
20260701;I018K1;REKR;8.27;8.27;Actual
20260701;I018K1;ADM;19.94;0.0;Actual
20260701;I018K1;TEK;6.0;0.0;Actual
20260801;I018K1;PROF;12.99;12.99;Actual
20260801;I018K1;FORST;20.0;20.0;Actual
20260801;I018K1;REKR;8.27;8.27;Actual
20260801;I018K1;ADM;19.99;0.0;Actual
20260801;I018K1;TEK;6.06;0.0;Actual
20260901;I018K1;PROF;12.39;12.39;Actual
20260901;I018K1;FORST;19.93;19.93;Actual
20260901;I018K1;REKR;8.16;8.16;Actual
20260901;I018K1;ADM;19.78;0.0;Actual
20260901;I018K1;TEK;5.86;0.0;Actual
20261001;I018K1;PROF;12.5;12.5;Actual
20261001;I018K1;FORST;20.09;20.09;Actual
20261001;I018K1;REKR;7.93;7.93;Actual
20261001;I018K1;ADM;20.09;0.0;Actual
20261001;I018K1;TEK;6.12;0.0;Actual
20261101;I018K1;PROF;12.41;12.41;Actual
20261101;I018K1;FORST;19.78;19.78;Actual
20261101;I018K1;REKR;7.94;7.94;Actual
20261101;I018K1;ADM;20.05;0.0;Actual
20261101;I018K1;TEK;6.0;0.0;Actual
20261201;I018K1;PROF;12.43;12.43;Actual
20261201;I018K1;FORST;20.42;20.42;Actual
20261201;I018K1;REKR;7.89;7.89;Actual
20261201;I018K1;ADM;19.96;0.0;Actual
20261201;I018K1;TEK;5.95;0.0;Actual
20260101;I019K1;PROF;2.1;2.1;Actual
20260101;I019K1;FORST;2.04;2.04;Actual
20260101;I019K1;REKR;0.0;0.0;Actual
20260101;I019K1;ADM;82.14;0.0;Actual
20260101;I019K1;TEK;16.88;0.0;Actual
20260201;I019K1;PROF;2.07;2.07;Actual
20260201;I019K1;FORST;2.08;2.08;Actual
20260201;I019K1;REKR;0.0;0.0;Actual
20260201;I019K1;ADM;83.23;0.0;Actual
20260201;I019K1;TEK;16.16;0.0;Actual
20260301;I019K1;PROF;2.1;2.1;Actual
20260301;I019K1;FORST;2.09;2.09;Actual
20260301;I019K1;REKR;0.0;0.0;Actual
20260301;I019K1;ADM;81.0;0.0;Actual
20260301;I019K1;TEK;16.39;0.0;Actual
20260401;I019K1;PROF;2.07;2.07;Actual
20260401;I019K1;FORST;2.04;2.04;Actual
20260401;I019K1;REKR;0.0;0.0;Actual
20260401;I019K1;ADM;85.35;0.0;Actual
20260401;I019K1;TEK;16.92;0.0;Actual
20260501;I019K1;PROF;2.02;2.02;Actual
20260501;I019K1;FORST;2.07;2.07;Actual
20260501;I019K1;REKR;0.0;0.0;Actual
20260501;I019K1;ADM;82.22;0.0;Actual
20260501;I019K1;TEK;16.49;0.0;Actual
20260601;I019K1;PROF;2.02;2.02;Actual
20260601;I019K1;FORST;2.13;2.13;Actual
20260601;I019K1;REKR;0.0;0.0;Actual
20260601;I019K1;ADM;84.51;0.0;Actual
20260601;I019K1;TEK;16.23;0.0;Actual
20260701;I019K1;PROF;2.03;2.03;Actual
20260701;I019K1;FORST;2.03;2.03;Actual
