DatoNokkel;Organisasjonsnokkel;Konto;Prosjekt;Belop;Tekst;TransaksjonsID;UseCasesRef
20260401;I001K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10269;Drift/Lokaler
20260401;I001K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10270;Drift/IKT
20260401;I001K1;7130;DRIFT;13845.0;Reise og diett;TX10271;Drift/Reise
20260401;I001K2;5100;EU001;99050.0;Prosjektlønn forsker/stipendiat;TX10272;BOA/Lønn
20260401;I001K2;6800;EU001;42450.0;Prosjektdrift og laboratoriemateriell;TX10273;BOA/Drift
20260401;I001K2;3420;EU001;-141500.0;SRS 10 Inntektsføring bidrag;TX10274;Use Case 2: SRS 10 Motsatt sammenstilling
20260401;I001K2;2180;EU001;141500.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10275;Use Case 2: SRS 10 Balanse
20260401;I002K1;5000;DRIFT;444392.0;Månedslønn faste ansatte;TX10276;Lønn/Drift
20260401;I002K1;5400;DRIFT;62659.27;Arbeidsgiveravgift;TX10277;Lønn/Drift
20260401;I002K1;5420;DRIFT;44439.2;Pensjonspremie SPK;TX10278;Lønn/Drift
20260401;I002K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10279;Drift/Lokaler
20260401;I002K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10280;Drift/IKT
20260401;I002K1;7130;DRIFT;15626.0;Reise og diett;TX10281;Drift/Reise
20260401;I002K2;5100;EVU001;76065.5;Prosjektlønn forsker/stipendiat;TX10282;BOA/Lønn
20260401;I002K2;6800;EVU001;32599.5;Prosjektdrift og laboratoriemateriell;TX10283;BOA/Drift
20260401;I002K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10284;Use Case 3: SRS 9 Inntekt
20260401;I004K1;5000;DRIFT;445010.0;Månedslønn faste ansatte;TX10285;Lønn/Drift
20260401;I004K1;5400;DRIFT;62746.41;Arbeidsgiveravgift;TX10286;Lønn/Drift
20260401;I004K1;5420;DRIFT;44501.0;Pensjonspremie SPK;TX10287;Lønn/Drift
20260401;I004K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10288;Drift/Lokaler
20260401;I004K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10289;Drift/IKT
20260401;I004K1;7130;DRIFT;6051.0;Reise og diett;TX10290;Drift/Reise
20260401;I004K1;5050;DRIFT;61379.0;Overtid praksisoppfølging;TX10291;Use Case 6: Overtid/Sykdom
20260401;I004K2;5100;EVU001;87971.09999999999;Prosjektlønn forsker/stipendiat;TX10292;BOA/Lønn
20260401;I004K2;6800;EVU001;37701.9;Prosjektdrift og laboratoriemateriell;TX10293;BOA/Drift
20260401;I004K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10294;Use Case 3: SRS 9 Inntekt
20260401;I007K1;5000;DRIFT;456290.0;Månedslønn faste ansatte;TX10295;Lønn/Drift
20260401;I007K1;5400;DRIFT;64336.89;Arbeidsgiveravgift;TX10296;Lønn/Drift
20260401;I007K1;5420;DRIFT;45629.0;Pensjonspremie SPK;TX10297;Lønn/Drift
20260401;I007K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10298;Drift/Lokaler
20260401;I007K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10299;Drift/IKT
20260401;I007K1;7130;DRIFT;13773.0;Reise og diett;TX10300;Drift/Reise
20260401;I007K2;5100;EVU001;76535.9;Prosjektlønn forsker/stipendiat;TX10301;BOA/Lønn
20260401;I007K2;6800;EVU001;32801.1;Prosjektdrift og laboratoriemateriell;TX10302;BOA/Drift
20260401;I007K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10303;Use Case 3: SRS 9 Inntekt
20260401;I013K1;5000;DRIFT;443826.0;Månedslønn faste ansatte;TX10304;Lønn/Drift
20260401;I013K1;5400;DRIFT;62579.47;Arbeidsgiveravgift;TX10305;Lønn/Drift
20260401;I013K1;5420;DRIFT;44382.6;Pensjonspremie SPK;TX10306;Lønn/Drift
20260401;I013K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10307;Drift/Lokaler
20260401;I013K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10308;Drift/IKT
20260401;I013K1;7130;DRIFT;23585.0;Reise og diett;TX10309;Drift/Reise
20260401;I013K2;5100;EVU001;87935.4;Prosjektlønn forsker/stipendiat;TX10310;BOA/Lønn
20260401;I013K2;6800;EVU001;37686.6;Prosjektdrift og laboratoriemateriell;TX10311;BOA/Drift
20260401;I013K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10312;Use Case 3: SRS 9 Inntekt
20260401;I014K1;5000;DRIFT;443934.0;Månedslønn faste ansatte;TX10313;Lønn/Drift
20260401;I014K1;5400;DRIFT;62594.69;Arbeidsgiveravgift;TX10314;Lønn/Drift
20260401;I014K1;5420;DRIFT;44393.4;Pensjonspremie SPK;TX10315;Lønn/Drift
20260401;I014K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10316;Drift/Lokaler
20260401;I014K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10317;Drift/IKT
20260401;I014K1;7130;DRIFT;21358.0;Reise og diett;TX10318;Drift/Reise
20260401;I014K2;5100;EVU001;91649.59999999999;Prosjektlønn forsker/stipendiat;TX10319;BOA/Lønn
20260401;I014K2;6800;EVU001;39278.4;Prosjektdrift og laboratoriemateriell;TX10320;BOA/Drift
20260401;I014K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10321;Use Case 3: SRS 9 Inntekt
20260401;I016K1;5000;DRIFT;472129.0;Månedslønn faste ansatte;TX10322;Lønn/Drift
20260401;I016K1;5400;DRIFT;66570.19;Arbeidsgiveravgift;TX10323;Lønn/Drift
20260401;I016K1;5420;DRIFT;47212.9;Pensjonspremie SPK;TX10324;Lønn/Drift
20260401;I016K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10325;Drift/Lokaler
20260401;I016K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10326;Drift/IKT
20260401;I016K1;7130;DRIFT;20035.0;Reise og diett;TX10327;Drift/Reise
20260401;I016K1;2080;DRIFT;-2400000.0;Avsetning ubenyttet rammebevilgning (F-05-20 > 5%);TX10328;Use Case 1: F-05-20 Avsetning
20260401;I016K2;5100;NFR001;80054.09999999999;Prosjektlønn forsker/stipendiat;TX10329;BOA/Lønn
20260401;I016K2;6800;NFR001;34308.9;Prosjektdrift og laboratoriemateriell;TX10330;BOA/Drift
20260401;I016K2;3400;NFR001;-114363.0;SRS 10 Inntektsføring bidrag;TX10331;Use Case 2: SRS 10 Motsatt sammenstilling
20260401;I016K2;2180;NFR001;114363.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10332;Use Case 2: SRS 10 Balanse
20260401;I017K1;5000;DRIFT;447359.0;Månedslønn faste ansatte;TX10333;Lønn/Drift
20260401;I017K1;5400;DRIFT;63077.62;Arbeidsgiveravgift;TX10334;Lønn/Drift
20260401;I017K1;5420;DRIFT;44735.9;Pensjonspremie SPK;TX10335;Lønn/Drift
20260401;I017K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10336;Drift/Lokaler
20260401;I017K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10337;Drift/IKT
20260401;I017K1;7130;DRIFT;9575.0;Reise og diett;TX10338;Drift/Reise
20260401;I017K2;5100;EVU001;84813.4;Prosjektlønn forsker/stipendiat;TX10339;BOA/Lønn
20260401;I017K2;6800;EVU001;36348.6;Prosjektdrift og laboratoriemateriell;TX10340;BOA/Drift
20260401;I017K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10341;Use Case 3: SRS 9 Inntekt
20260401;I019K1;5000;DRIFT;478823.0;Månedslønn faste ansatte;TX10342;Lønn/Drift
20260401;I019K1;5400;DRIFT;67514.04;Arbeidsgiveravgift;TX10343;Lønn/Drift
20260401;I019K1;5420;DRIFT;47882.3;Pensjonspremie SPK;TX10344;Lønn/Drift
20260401;I019K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10345;Drift/Lokaler
20260401;I019K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10346;Drift/IKT
20260401;I019K1;7130;DRIFT;23394.0;Reise og diett;TX10347;Drift/Reise
20260401;I020K1;5000;DRIFT;465322.0;Månedslønn faste ansatte;TX10348;Lønn/Drift
20260401;I020K1;5400;DRIFT;65610.4;Arbeidsgiveravgift;TX10349;Lønn/Drift
20260401;I020K1;5420;DRIFT;46532.2;Pensjonspremie SPK;TX10350;Lønn/Drift
20260401;I020K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10351;Drift/Lokaler
20260401;I020K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10352;Drift/IKT
20260401;I020K1;7130;DRIFT;13609.0;Reise og diett;TX10353;Drift/Reise
20260401;I020K1;6050;INV001;33333.33;Månedlig avskrivning serverpark (5 år);TX10354;Use Case 4: SRS 17 Avskrivning
20260501;I001K1;5000;DRIFT;478956.0;Månedslønn faste ansatte;TX10355;Lønn/Drift
20260501;I001K1;5400;DRIFT;67532.8;Arbeidsgiveravgift;TX10356;Lønn/Drift
20260501;I001K1;5420;DRIFT;47895.6;Pensjonspremie SPK;TX10357;Lønn/Drift
20260501;I001K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10358;Drift/Lokaler
20260501;I001K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10359;Drift/IKT
20260501;I001K1;7130;DRIFT;24155.0;Reise og diett;TX10360;Drift/Reise
20260501;I001K2;5100;EU001;93153.9;Prosjektlønn forsker/stipendiat;TX10361;BOA/Lønn
20260501;I001K2;6800;EU001;39923.1;Prosjektdrift og laboratoriemateriell;TX10362;BOA/Drift
20260501;I001K2;3420;EU001;-133077.0;SRS 10 Inntektsføring bidrag;TX10363;Use Case 2: SRS 10 Motsatt sammenstilling
20260501;I001K2;2180;EU001;133077.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10364;Use Case 2: SRS 10 Balanse
20260501;I002K1;5000;DRIFT;468242.0;Månedslønn faste ansatte;TX10365;Lønn/Drift
20260501;I002K1;5400;DRIFT;66022.12;Arbeidsgiveravgift;TX10366;Lønn/Drift
20260501;I002K1;5420;DRIFT;46824.2;Pensjonspremie SPK;TX10367;Lønn/Drift
20260501;I002K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10368;Drift/Lokaler
20260501;I002K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10369;Drift/IKT
20260501;I002K1;7130;DRIFT;18087.0;Reise og diett;TX10370;Drift/Reise
20260501;I002K2;5100;EVU001;90106.09999999999;Prosjektlønn forsker/stipendiat;TX10371;BOA/Lønn
20260501;I002K2;6800;EVU001;38616.9;Prosjektdrift og laboratoriemateriell;TX10372;BOA/Drift
20260501;I002K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10373;Use Case 3: SRS 9 Inntekt
20260501;I004K1;5000;DRIFT;444373.0;Månedslønn faste ansatte;TX10374;Lønn/Drift
20260501;I004K1;5400;DRIFT;62656.59;Arbeidsgiveravgift;TX10375;Lønn/Drift
20260501;I004K1;5420;DRIFT;44437.3;Pensjonspremie SPK;TX10376;Lønn/Drift
20260501;I004K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10377;Drift/Lokaler
20260501;I004K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10378;Drift/IKT
20260501;I004K1;7130;DRIFT;9532.0;Reise og diett;TX10379;Drift/Reise
20260501;I004K1;5050;DRIFT;51696.0;Overtid praksisoppfølging;TX10380;Use Case 6: Overtid/Sykdom
20260501;I004K2;5100;EVU001;96140.09999999999;Prosjektlønn forsker/stipendiat;TX10381;BOA/Lønn
20260501;I004K2;6800;EVU001;41202.9;Prosjektdrift og laboratoriemateriell;TX10382;BOA/Drift
20260501;I004K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10383;Use Case 3: SRS 9 Inntekt
20260501;I007K1;5000;DRIFT;435957.0;Månedslønn faste ansatte;TX10384;Lønn/Drift
20260501;I007K1;5400;DRIFT;61469.94;Arbeidsgiveravgift;TX10385;Lønn/Drift
20260501;I007K1;5420;DRIFT;43595.7;Pensjonspremie SPK;TX10386;Lønn/Drift
20260501;I007K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10387;Drift/Lokaler
20260501;I007K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10388;Drift/IKT
20260501;I007K1;7130;DRIFT;6543.0;Reise og diett;TX10389;Drift/Reise
20260501;I007K2;5100;EVU001;78529.5;Prosjektlønn forsker/stipendiat;TX10390;BOA/Lønn
20260501;I007K2;6800;EVU001;33655.5;Prosjektdrift og laboratoriemateriell;TX10391;BOA/Drift
20260501;I007K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10392;Use Case 3: SRS 9 Inntekt
20260501;I013K1;5000;DRIFT;440016.0;Månedslønn faste ansatte;TX10393;Lønn/Drift
20260501;I013K1;5400;DRIFT;62042.26;Arbeidsgiveravgift;TX10394;Lønn/Drift
20260501;I013K1;5420;DRIFT;44001.6;Pensjonspremie SPK;TX10395;Lønn/Drift
20260501;I013K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10396;Drift/Lokaler
20260501;I013K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10397;Drift/IKT
20260501;I013K1;7130;DRIFT;10242.0;Reise og diett;TX10398;Drift/Reise
20260501;I013K2;5100;EVU001;92866.2;Prosjektlønn forsker/stipendiat;TX10399;BOA/Lønn
20260501;I013K2;6800;EVU001;39799.799999999996;Prosjektdrift og laboratoriemateriell;TX10400;BOA/Drift
20260501;I013K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10401;Use Case 3: SRS 9 Inntekt
20260501;I014K1;5000;DRIFT;469086.0;Månedslønn faste ansatte;TX10402;Lønn/Drift
20260501;I014K1;5400;DRIFT;66141.13;Arbeidsgiveravgift;TX10403;Lønn/Drift
20260501;I014K1;5420;DRIFT;46908.6;Pensjonspremie SPK;TX10404;Lønn/Drift
20260501;I014K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10405;Drift/Lokaler
20260501;I014K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10406;Drift/IKT
20260501;I014K1;7130;DRIFT;7081.0;Reise og diett;TX10407;Drift/Reise
20260501;I014K2;5100;EVU001;91151.2;Prosjektlønn forsker/stipendiat;TX10408;BOA/Lønn
20260501;I014K2;6800;EVU001;39064.799999999996;Prosjektdrift og laboratoriemateriell;TX10409;BOA/Drift
20260501;I014K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10410;Use Case 3: SRS 9 Inntekt
20260501;I016K1;5000;DRIFT;455009.0;Månedslønn faste ansatte;TX10411;Lønn/Drift
20260501;I016K1;5400;DRIFT;64156.27;Arbeidsgiveravgift;TX10412;Lønn/Drift
20260501;I016K1;5420;DRIFT;45500.9;Pensjonspremie SPK;TX10413;Lønn/Drift
20260501;I016K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10414;Drift/Lokaler
20260501;I016K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10415;Drift/IKT
20260501;I016K1;7130;DRIFT;24526.0;Reise og diett;TX10416;Drift/Reise
20260501;I016K1;6710;DRIFT;620000.0;Konsulentbistand lab-PLS (Avvik FOA del II);TX10417;Use Case 5: FOA Anskaffelsesavvik
20260501;I016K2;5100;NFR001;94971.79999999999;Prosjektlønn forsker/stipendiat;TX10418;BOA/Lønn
20260501;I016K2;6800;NFR001;40702.2;Prosjektdrift og laboratoriemateriell;TX10419;BOA/Drift
20260501;I016K2;3400;NFR001;-135674.0;SRS 10 Inntektsføring bidrag;TX10420;Use Case 2: SRS 10 Motsatt sammenstilling
20260501;I016K2;2180;NFR001;135674.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10421;Use Case 2: SRS 10 Balanse
20260501;I017K1;5000;DRIFT;464676.0;Månedslønn faste ansatte;TX10422;Lønn/Drift
20260501;I017K1;5400;DRIFT;65519.32;Arbeidsgiveravgift;TX10423;Lønn/Drift
20260501;I017K1;5420;DRIFT;46467.6;Pensjonspremie SPK;TX10424;Lønn/Drift
20260501;I017K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10425;Drift/Lokaler
20260501;I017K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10426;Drift/IKT
20260501;I017K1;7130;DRIFT;13238.0;Reise og diett;TX10427;Drift/Reise
20260501;I017K2;5100;EVU001;98879.2;Prosjektlønn forsker/stipendiat;TX10428;BOA/Lønn
20260501;I017K2;6800;EVU001;42376.799999999996;Prosjektdrift og laboratoriemateriell;TX10429;BOA/Drift
20260501;I017K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10430;Use Case 3: SRS 9 Inntekt
20260501;I019K1;5000;DRIFT;430752.0;Månedslønn faste ansatte;TX10431;Lønn/Drift
20260501;I019K1;5400;DRIFT;60736.03;Arbeidsgiveravgift;TX10432;Lønn/Drift
20260501;I019K1;5420;DRIFT;43075.2;Pensjonspremie SPK;TX10433;Lønn/Drift
20260501;I019K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10434;Drift/Lokaler
20260501;I019K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10435;Drift/IKT
20260501;I019K1;7130;DRIFT;8753.0;Reise og diett;TX10436;Drift/Reise
20260501;I020K1;5000;DRIFT;474676.0;Månedslønn faste ansatte;TX10437;Lønn/Drift
20260501;I020K1;5400;DRIFT;66929.32;Arbeidsgiveravgift;TX10438;Lønn/Drift
20260501;I020K1;5420;DRIFT;47467.6;Pensjonspremie SPK;TX10439;Lønn/Drift
20260501;I020K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10440;Drift/Lokaler
20260501;I020K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10441;Drift/IKT
20260501;I020K1;7130;DRIFT;22595.0;Reise og diett;TX10442;Drift/Reise
20260501;I020K1;6050;INV001;33333.33;Månedlig avskrivning serverpark (5 år);TX10443;Use Case 4: SRS 17 Avskrivning
20260601;I001K1;5000;DRIFT;479209.0;Månedslønn faste ansatte;TX10444;Lønn/Drift
20260601;I001K1;5400;DRIFT;67568.47;Arbeidsgiveravgift;TX10445;Lønn/Drift
20260601;I001K1;5420;DRIFT;47920.9;Pensjonspremie SPK;TX10446;Lønn/Drift
20260601;I001K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10447;Drift/Lokaler
20260601;I001K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10448;Drift/IKT
20260601;I001K1;7130;DRIFT;13743.0;Reise og diett;TX10449;Drift/Reise
20260601;I001K2;5100;EU001;89105.09999999999;Prosjektlønn forsker/stipendiat;TX10450;BOA/Lønn
20260601;I001K2;6800;EU001;38187.9;Prosjektdrift og laboratoriemateriell;TX10451;BOA/Drift
20260601;I001K2;3420;EU001;-127293.0;SRS 10 Inntektsføring bidrag;TX10452;Use Case 2: SRS 10 Motsatt sammenstilling
20260601;I001K2;2180;EU001;127293.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10453;Use Case 2: SRS 10 Balanse
20260601;I002K1;5000;DRIFT;437310.0;Månedslønn faste ansatte;TX10454;Lønn/Drift
20260601;I002K1;5400;DRIFT;61660.71;Arbeidsgiveravgift;TX10455;Lønn/Drift
20260601;I002K1;5420;DRIFT;43731.0;Pensjonspremie SPK;TX10456;Lønn/Drift
20260601;I002K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10457;Drift/Lokaler
20260601;I002K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10458;Drift/IKT
20260601;I002K1;7130;DRIFT;14617.0;Reise og diett;TX10459;Drift/Reise
20260601;I002K2;5100;EVU001;93444.4;Prosjektlønn forsker/stipendiat;TX10460;BOA/Lønn
20260601;I002K2;6800;EVU001;40047.6;Prosjektdrift og laboratoriemateriell;TX10461;BOA/Drift
20260601;I002K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10462;Use Case 3: SRS 9 Inntekt
20260601;I002K2;7790;EVU001;150000.0;SRS 9 Avsetning for forventet tap på oppdrag;TX10463;Use Case 3: SRS 9 Tapsavsetning
20260601;I002K2;2800;EVU001;-150000.0;SRS 9 Kortsiktig tapsavsetning balanse;TX10464;Use Case 3: SRS 9 Balanse
20260601;I004K1;5000;DRIFT;440365.0;Månedslønn faste ansatte;TX10465;Lønn/Drift
20260601;I004K1;5400;DRIFT;62091.46;Arbeidsgiveravgift;TX10466;Lønn/Drift
20260601;I004K1;5420;DRIFT;44036.5;Pensjonspremie SPK;TX10467;Lønn/Drift
20260601;I004K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10468;Drift/Lokaler
20260601;I004K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10469;Drift/IKT
20260601;I004K1;7130;DRIFT;19867.0;Reise og diett;TX10470;Drift/Reise
20260601;I004K1;5050;DRIFT;35106.0;Overtid praksisoppfølging;TX10471;Use Case 6: Overtid/Sykdom
20260601;I004K1;5800;DRIFT;-42000.0;Refusjon sykepenger NAV;TX10472;Use Case 6: NAV Refusjon
20260601;I004K2;5100;EVU001;85582.7;Prosjektlønn forsker/stipendiat;TX10473;BOA/Lønn
20260601;I004K2;6800;EVU001;36678.299999999996;Prosjektdrift og laboratoriemateriell;TX10474;BOA/Drift
20260601;I004K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10475;Use Case 3: SRS 9 Inntekt
20260601;I004K2;7790;EVU001;150000.0;SRS 9 Avsetning for forventet tap på oppdrag;TX10476;Use Case 3: SRS 9 Tapsavsetning
20260601;I004K2;2800;EVU001;-150000.0;SRS 9 Kortsiktig tapsavsetning balanse;TX10477;Use Case 3: SRS 9 Balanse
20260601;I007K1;5000;DRIFT;462806.0;Månedslønn faste ansatte;TX10478;Lønn/Drift
20260601;I007K1;5400;DRIFT;65255.65;Arbeidsgiveravgift;TX10479;Lønn/Drift
20260601;I007K1;5420;DRIFT;46280.6;Pensjonspremie SPK;TX10480;Lønn/Drift
20260601;I007K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10481;Drift/Lokaler
20260601;I007K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10482;Drift/IKT
20260601;I007K1;7130;DRIFT;10854.0;Reise og diett;TX10483;Drift/Reise
20260601;I007K2;5100;EVU001;96789.7;Prosjektlønn forsker/stipendiat;TX10484;BOA/Lønn
20260601;I007K2;6800;EVU001;41481.299999999996;Prosjektdrift og laboratoriemateriell;TX10485;BOA/Drift
20260601;I007K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10486;Use Case 3: SRS 9 Inntekt
20260601;I007K2;7790;EVU001;150000.0;SRS 9 Avsetning for forventet tap på oppdrag;TX10487;Use Case 3: SRS 9 Tapsavsetning
20260601;I007K2;2800;EVU001;-150000.0;SRS 9 Kortsiktig tapsavsetning balanse;TX10488;Use Case 3: SRS 9 Balanse
20260601;I013K1;5000;DRIFT;436973.0;Månedslønn faste ansatte;TX10489;Lønn/Drift
20260601;I013K1;5400;DRIFT;61613.19;Arbeidsgiveravgift;TX10490;Lønn/Drift
20260601;I013K1;5420;DRIFT;43697.3;Pensjonspremie SPK;TX10491;Lønn/Drift
20260601;I013K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10492;Drift/Lokaler
20260601;I013K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10493;Drift/IKT
20260601;I013K1;7130;DRIFT;14779.0;Reise og diett;TX10494;Drift/Reise
20260601;I013K2;5100;EVU001;96789.0;Prosjektlønn forsker/stipendiat;TX10495;BOA/Lønn
20260601;I013K2;6800;EVU001;41481.0;Prosjektdrift og laboratoriemateriell;TX10496;BOA/Drift
20260601;I013K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10497;Use Case 3: SRS 9 Inntekt
20260601;I013K2;7790;EVU001;150000.0;SRS 9 Avsetning for forventet tap på oppdrag;TX10498;Use Case 3: SRS 9 Tapsavsetning
20260601;I013K2;2800;EVU001;-150000.0;SRS 9 Kortsiktig tapsavsetning balanse;TX10499;Use Case 3: SRS 9 Balanse
20260601;I014K1;5000;DRIFT;469909.0;Månedslønn faste ansatte;TX10500;Lønn/Drift
20260601;I014K1;5400;DRIFT;66257.17;Arbeidsgiveravgift;TX10501;Lønn/Drift
20260601;I014K1;5420;DRIFT;46990.9;Pensjonspremie SPK;TX10502;Lønn/Drift
20260601;I014K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10503;Drift/Lokaler
20260601;I014K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10504;Drift/IKT
20260601;I014K1;7130;DRIFT;11517.0;Reise og diett;TX10505;Drift/Reise
20260601;I014K2;5100;EVU001;80511.2;Prosjektlønn forsker/stipendiat;TX10506;BOA/Lønn
20260601;I014K2;6800;EVU001;34504.799999999996;Prosjektdrift og laboratoriemateriell;TX10507;BOA/Drift
20260601;I014K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10508;Use Case 3: SRS 9 Inntekt
20260601;I014K2;7790;EVU001;150000.0;SRS 9 Avsetning for forventet tap på oppdrag;TX10509;Use Case 3: SRS 9 Tapsavsetning
20260601;I014K2;2800;EVU001;-150000.0;SRS 9 Kortsiktig tapsavsetning balanse;TX10510;Use Case 3: SRS 9 Balanse
20260601;I016K1;5000;DRIFT;454504.0;Månedslønn faste ansatte;TX10511;Lønn/Drift
20260601;I016K1;5400;DRIFT;64085.06;Arbeidsgiveravgift;TX10512;Lønn/Drift
20260601;I016K1;5420;DRIFT;45450.4;Pensjonspremie SPK;TX10513;Lønn/Drift
20260601;I016K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10514;Drift/Lokaler
20260601;I016K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10515;Drift/IKT
20260601;I016K1;7130;DRIFT;10293.0;Reise og diett;TX10516;Drift/Reise
20260601;I016K2;5100;NFR001;98243.59999999999;Prosjektlønn forsker/stipendiat;TX10517;BOA/Lønn
20260601;I016K2;6800;NFR001;42104.4;Prosjektdrift og laboratoriemateriell;TX10518;BOA/Drift
20260601;I016K2;3400;NFR001;-140348.0;SRS 10 Inntektsføring bidrag;TX10519;Use Case 2: SRS 10 Motsatt sammenstilling
20260601;I016K2;2180;NFR001;140348.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10520;Use Case 2: SRS 10 Balanse
20260601;I017K1;5000;DRIFT;464757.0;Månedslønn faste ansatte;TX10521;Lønn/Drift
20260601;I017K1;5400;DRIFT;65530.74;Arbeidsgiveravgift;TX10522;Lønn/Drift
20260601;I017K1;5420;DRIFT;46475.7;Pensjonspremie SPK;TX10523;Lønn/Drift
20260601;I017K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10524;Drift/Lokaler
20260601;I017K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10525;Drift/IKT
20260601;I017K1;7130;DRIFT;5018.0;Reise og diett;TX10526;Drift/Reise
20260601;I017K2;5100;EVU001;100976.4;Prosjektlønn forsker/stipendiat;TX10527;BOA/Lønn
20260601;I017K2;6800;EVU001;43275.6;Prosjektdrift og laboratoriemateriell;TX10528;BOA/Drift
20260601;I017K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10529;Use Case 3: SRS 9 Inntekt
20260601;I017K2;7790;EVU001;150000.0;SRS 9 Avsetning for forventet tap på oppdrag;TX10530;Use Case 3: SRS 9 Tapsavsetning
20260601;I017K2;2800;EVU001;-150000.0;SRS 9 Kortsiktig tapsavsetning balanse;TX10531;Use Case 3: SRS 9 Balanse
